# ASDA_CorporateDefaults_Teaching_2026.csv
#
# SIMULATED TEACHING DATASET - not real borrower data.
#
# Applied Statistical Data Analysis (FIN), FHNW School of Business
# Module 11: Binary Dependent Variables - the probit default example
#
# 2000 simulated corporate borrowers, 60 of them defaulting within the year
# (3.0%), calibrated so that the estimated probit is the one printed in the
# module:
#
#     default ~ Phi(-1.65 + 2.00*leverage - 0.10*icr)
#
# so the two worked borrowers on the slide come out exactly: leverage 20% with
# an interest coverage of 8 gives an index of -2.05 and a default probability of
# 2.0%, leverage 65% with a coverage of 1.5 gives -0.50 and 30.9%.
#
# The outcome column was constructed - not drawn - so that the maximum
# likelihood estimates land on the printed coefficients. Borrowers are
# numbered, not named, because they are not real borrowers.
#
# columns
#   borrower_id   anonymous borrower label
#   default       1 = defaulted within the year, 0 = did not
#   leverage      debt over assets, share between 0 and 1
#   icr           interest coverage ratio, EBIT over interest expense
#
borrower_id,default,leverage,icr
B0599,0,0.317,20.037
B0949,0,0.3,12.751
B1369,0,0.5218,9.563
B1113,0,0.3282,16.068
B0942,0,0.0998,6.886
B1030,0,0.3497,17.546
B1630,0,0.4593,11.263
B1806,0,0.2816,14.532
B0371,0,0.207,8.882
B0833,0,0.2047,9.535
B0236,0,0.2431,11.787
B0543,0,0.4424,22.756
B1931,0,0.3625,13.789
B1164,0,0.2663,3.645
B1112,0,0.3065,18.166
B1662,0,0.322,7.444
B0690,0,0.4008,4.965
B1379,0,0.1889,19.965
B0168,0,0.2083,5.441
B1605,0,0.1408,5.752
B0805,0,0.4954,7.119
B0194,0,0.3424,9.859
B1666,0,0.1978,12.296
B0823,0,0.2923,9.968
B0928,0,0.3307,16.887
B0834,0,0.3297,11.248
B1126,0,0.219,13.426
B1090,0,0.6208,6.999
B0125,0,0.3432,12.13
B1971,0,0.2035,16.258
B1873,0,0.1536,19.526
B0800,0,0.235,12.392
B1895,1,0.2259,7.38
B0950,0,0.1476,11.569
B0099,0,0.5084,12.871
B0568,0,0.1447,12.325
B1262,0,0.1111,16.906
B1295,0,0.172,7.377
B1795,1,0.444,4.956
B1826,0,0.3763,7.641
B1798,0,0.2488,20.204
B0448,0,0.3728,7.812
B1878,0,0.6205,24.588
B1474,0,0.2594,20.409
B0404,0,0.1382,8.171
B0354,0,0.3642,11.038
B1083,0,0.6986,13.221
B1780,0,0.3335,13.463
B1010,0,0.2221,7.219
B0315,0,0.3089,11.132
B1715,0,0.1803,11.917
B1869,0,0.3051,10.817
B0299,0,0.2921,19.58
B0758,0,0.189,12.329
B1864,0,0.4284,8.166
B1756,0,0.2636,13.637
B0873,1,0.134,10.615
B1067,0,0.02,10.062
B1429,0,0.5047,14.846
B0895,0,0.3498,9.192
B1963,0,0.3434,9.906
B0998,0,0.413,10.082
B0778,0,0.179,16.377
B1215,1,0.4524,3.977
B0337,0,0.3411,10.028
B0492,0,0.1979,8.349
B1386,1,0.2985,5.096
B0388,0,0.1693,13.296
B0397,1,0.2678,8.716
B0844,0,0.2148,11.428
B1220,0,0.4317,11.245
B0215,0,0.2796,8.605
B1660,0,0.3181,9.699
B1372,0,0.3087,10.879
B0159,0,0.2998,8.064
B0485,0,0.1908,4.854
B1957,0,0.2468,11.516
B0321,0,0.1874,4.012
B1402,0,0.3231,8.242
B0222,0,0.3168,11.709
B1322,0,0.0605,11.196
B1553,0,0.5307,6.321
B1418,0,0.1054,4.689
B1364,0,0.3218,7.896
B0275,0,0.3488,11.083
B1704,0,0.1394,7.744
B1989,0,0.2911,24.775
B1440,0,0.3596,7.52
B1430,0,0.0863,10.487
B1752,0,0.269,5.666
B0672,0,0.0531,9.515
B1305,0,0.4658,15.972
B0647,0,0.1482,15.749
B1843,0,0.251,14.95
B1906,0,0.1905,14.176
B0073,1,0.2941,5.593
B1821,0,0.3919,16.288
B0378,0,0.2602,11.234
B0077,0,0.1939,11.787
B0675,0,0.2903,11.337
B1188,0,0.472,10.012
B1515,0,0.2625,7.503
B1166,0,0.1226,15.254
B1773,0,0.1106,6.788
B0582,0,0.1888,8.477
B1959,0,0.4724,13.399
B1200,0,0.3859,19.413
B0253,0,0.4873,9.777
B0703,0,0.1107,3.71
B0922,0,0.2191,8.804
B0996,0,0.2518,7.488
B0920,0,0.4299,7.587
B1530,0,0.1019,4.765
B0423,1,0.4783,10.295
B1695,0,0.3072,10.499
B1565,0,0.2456,12.824
B0900,0,0.1558,12.062
B1494,0,0.5083,18.469
B0621,0,0.3476,9.315
B0756,0,0.1569,7.502
B0268,0,0.3182,10.691
B1617,0,0.2207,22.376
B0447,0,0.3536,11.53
B0653,0,0.2515,6.878
B1572,0,0.3637,16.456
B0014,0,0.2267,9.016
B1523,0,0.2363,13.55
B0057,0,0.1633,8.791
B0521,0,0.2646,11.189
B1658,0,0.1348,23.539
B0983,0,0.5187,17.415
B1130,0,0.3899,26.663
B0170,0,0.2432,8.004
B0324,1,0.4642,4.914
B1725,0,0.4232,5.797
B1675,0,0.4034,13.752
B0945,0,0.0642,5.753
B1155,0,0.02,4.776
B1611,1,0.2684,5.867
B0263,0,0.4686,6.941
B1002,0,0.2857,12.11
B0193,0,0.1531,8.865
B0995,0,0.4338,9.511
B0240,0,0.419,6.871
B1299,0,0.3673,22.674
B0188,0,0.3202,8.38
B0917,0,0.2047,5.343
B0373,0,0.1807,14.212
B1296,0,0.3147,8.561
B1531,0,0.02,7.322
B1978,0,0.3197,7.604
B1882,0,0.3373,15.654
B0718,0,0.404,16.391
B1524,0,0.0745,7.289
B1465,0,0.1921,11.184
B0861,0,0.186,3.602
B1355,0,0.3529,6.194
B0963,0,0.1106,7.244
B1962,0,0.309,28.95
B0136,0,0.2607,7.442
B0390,0,0.2616,11.523
B1024,0,0.2276,10.814
B0959,0,0.02,6.055
B1727,0,0.4361,17.148
B0549,0,0.3279,5.159
B1865,0,0.0917,10.524
B0046,0,0.3761,4.599
B0893,0,0.4203,11.041
B0328,0,0.3326,5.159
B0446,0,0.3984,6.85
B1432,1,0.3235,10.339
B0564,0,0.3162,4.907
B1277,0,0.5244,6.833
B1040,0,0.1618,11.082
B0395,0,0.3622,10.952
B1088,0,0.2815,6.275
B0821,0,0.2868,8.915
B0876,0,0.1518,3.755
B0383,0,0.329,13.075
B0430,0,0.3038,7.449
B1876,0,0.2951,19.628
B0465,0,0.4362,12.75
B1807,0,0.2997,8.374
B1657,0,0.2128,4.058
B1498,0,0.114,12.73
B0802,0,0.2295,12.756
B0068,0,0.0947,16.436
B1073,0,0.02,9.342
B0704,0,0.2586,7.182
B0265,0,0.3483,12.332
B1470,0,0.3401,6.723
B1103,0,0.2911,10.576
B1902,0,0.4295,4.274
B0384,0,0.2226,9.975
B1622,0,0.2816,8.62
B0386,0,0.493,6.454
B0145,0,0.3547,16.026
B0678,0,0.2872,3.976
B0693,0,0.02,7.93
B1974,0,0.1425,4.109
B1487,0,0.3462,4.636
B0819,0,0.3252,7.536
B0965,0,0.3605,17.751
B1670,0,0.102,20.245
B0656,0,0.1381,19.623
B1803,0,0.1583,10.053
B0238,0,0.5982,13.554
B1917,0,0.1655,11.324
B1143,0,0.167,22.831
B0064,0,0.1585,12.356
B1473,0,0.2147,11.761
B1318,0,0.2376,10.235
B0502,0,0.4207,3.905
B1007,0,0.1198,9.85
B1449,0,0.144,8.325
